id,event_id,name,distance_km,elevation_m,race_type,terrain,fee_eur,fee_rsd,cutoff,race_url,source,description,organizer,contact_email,participants,_event_id,_event_name,_event_date
d3988138100020105594346b38c92883,4fe2883ed2ad8a6d9207ce4dbd143341,[17.0 km] Staza Sneško,17.0,,Trail,trail,,4000.0,,https://trka.rs/races/1897-cer-winter-trail-staza-sne%C5%A1ko/,trka.rs,"Cer Winter trail 2026 Trail avantura počinje na Ceru! Lokacija: Planina Cer - planinarski dom Lipove vode Trka se održava na planini Cer. Obe staze su kružne dužine 8km i 17km. Start i finiš trke su kod planinarskog doma na Lipovim vodama. Startni paket sadrži: - majicu trke - još po nešto uz majicu :D - finišersku medalju - merenje vremena - markiranu stazu - okrepne stanice shodno stazi koju odaberete - pokloni sponzora - fotografije zvaničnih fotografa trke - ručak sa slatkišom - kuvano vino u cilju - čaj u cilju Moguće je uplatiti i samo startni broj sa medaljom na obe staze. Cena je 2500 dinara U tom slučaju dobijate: - startni broj - merenje vremena - finišersku medalju - fotografije zvaničnih fotografa trke - okrepne stanice shodno stazi koju odaberete - markiranu stazu Kategorije i nagrade: - Staza Pahuljica 8km: apsolutna muška i ženska kategorija. Pehari za prva 4 mesta uz poklone sponzora. - Staza Sneško 17km: apsolutna muška i ženska kategorija. Novčane nagrade za prva tri mesta uz pehare i poklone sponzora trke. Četvrtoplasirani u obe kategorije dobijaju prigodne poklone. Sertifikati: Staza Sneško je sertifikovana od strane ITRA i UTMB. Staza Pahuljica je sertifikovana od strane ITRA. Program trke: 31.01.2026. SUBOTA 15:00 - 20:00 Preuzimanje startnih paketa u prostorijama turističke agencije Nika travel u Šapcu 01.02.2026. NEDELJA 08:00h Otvaranje takmičarskog centra 08:15h – 10:00h Preuzimanje startnih paketa u takmičarskom centru u neposrednoj blizini startne zone 10:30h Svečano otvaranje trke 10:45h start trke na 17 km 11:00h start trke na 8 km 14:00h kraj trke 14:15h proglašenje pobednika i dodela nagrada 15:00h kraj sportske manifestacije Ručak za sve prijavljene takmičare sa punim startnim paketom će biti u periodu od 13.00 do 14.00 časova Staze na CER WINTER TRAIL-u 2026: 8km - STAZA PAHULJICA - kružna staza sa 320m kumulativnog uspona 17km - STAZA SNEŠKO - kružna staza sa kumulativnog uspona Okrepe: Staza Pahuljica 8km: voda, sokovi, voće, slano, slatkiši (1 okrepna stanica) Stazam Sneško 17km: voda, sokovi, voće, slano, slatkiši (2 okrepne stanice) U cilju: voda, voće, kuvano vino, čaj, VREMENSKI LIMIT: Staza Pahuljica 8km: 2h Staza Sneško 17km: 3.5h Pravo učešća imaju sve osobe starije od 18 godina kao i maloletna lica ne mlađa od 16 godina uz pismenu saglasnost roditelja. Vidimo se na Ceru!",SPORTSKO UDRUŽENJE CER TRAIL,certrailrace@gmail.com,,4fe2883ed2ad8a6d9207ce4dbd143341,Cer Winter Trail,2026-02-01
824d1c2c891084c1737a61e9a05d439f,4fe2883ed2ad8a6d9207ce4dbd143341,[8.0 km] Staza Pahuljica,8.0,,Trail,trail,,3800.0,,https://trka.rs/races/1899-cer-winter-trail-staza-pahuljica/,trka.rs,"Cer Winter trail 2026 Trail avantura počinje na Ceru! Lokacija: Planina Cer - planinarski dom Lipove vode Trka se održava na planini Cer. Obe staze su kružne dužine 8km i 17km. Start i finiš trke su kod planinarskog doma na Lipovim vodama. Startni paket sadrži: - majicu trke - još po nešto uz majicu :D - finišersku medalju - merenje vremena - markiranu stazu - okrepne stanice shodno stazi koju odaberete - pokloni sponzora - fotografije zvaničnih fotografa trke - ručak sa slatkišom - kuvano vino u cilju - čaj u cilju Moguće je uplatiti i samo startni broj sa medaljom na obe staze. Cena je 2500 dinara U tom slučaju dobijate: - startni broj - merenje vremena - finišersku medalju - fotografije zvaničnih fotografa trke - okrepne stanice shodno stazi koju odaberete - markiranu stazu Kategorije i nagrade: - Staza Pahuljica 8km: apsolutna muška i ženska kategorija. Pehari za prva 4 mesta uz poklone sponzora. - Staza Sneško 17km: apsolutna muška i ženska kategorija. Novčane nagrade za prva tri mesta uz pehare i poklone sponzora trke. Četvrtoplasirani u obe kategorije dobijaju prigodne poklone. Sertifikati: Staza Sneško je sertifikovana od strane ITRA i UTMB. Staza Pahuljica je sertifikovana od strane ITRA. Program trke: 31.01.2026. SUBOTA 15:00 - 20:00 Preuzimanje startnih paketa u prostorijama turističke agencije Nika travel u Šapcu 01.02.2026. NEDELJA 08:00h Otvaranje takmičarskog centra 08:15h – 10:00h Preuzimanje startnih paketa u takmičarskom centru u neposrednoj blizini startne zone 10:30h Svečano otvaranje trke 10:45h start trke na 17 km 11:00h start trke na 8 km 14:00h kraj trke 14:15h proglašenje pobednika i dodela nagrada 15:00h kraj sportske manifestacije Ručak za sve prijavljene takmičare sa punim startnim paketom će biti u periodu od 13.00 do 14.00 časova Staze na CER WINTER TRAIL-u 2026: 8km - STAZA PAHULJICA - kružna staza sa 320m kumulativnog uspona 17km - STAZA SNEŠKO - kružna staza sa kumulativnog uspona Okrepe: Staza Pahuljica 8km: voda, sokovi, voće, slano, slatkiši (1 okrepna stanica) Stazam Sneško 17km: voda, sokovi, voće, slano, slatkiši (2 okrepne stanice) U cilju: voda, voće, kuvano vino, čaj, VREMENSKI LIMIT: Staza Pahuljica 8km: 2h Staza Sneško 17km: 3.5h Pravo učešća imaju sve osobe starije od 18 godina kao i maloletna lica ne mlađa od 16 godina uz pismenu saglasnost roditelja. Vidimo se na Ceru!",SPORTSKO UDRUŽENJE CER TRAIL,certrailrace@gmail.com,,4fe2883ed2ad8a6d9207ce4dbd143341,Cer Winter Trail,2026-02-01
d15d1fea2183bea7722e4a8fe48446e3,67676bf8de47b97ebd30dc83feb1858f,[5.0 km] Štafeta 2 x 5km - ženska,5.0,,Trail,trail,,2800.0,,https://trka.rs/races/1880-2-ktj-trejl-%C5%A1tafeta-%C5%A1tafeta-2-x-5km-%C5%BEenska/,trka.rs,"2. KTJ trejl štafeta 🗓️ 08. februar 2026. 🏔️ Fruška gora 🏃🏼‍♂️ 2x5km Pronađite svog štafetnog partnera, pripremite strategiju i dobru energiju - zimska avantura se nastavlja! ❄️ Kategorije: • MEŠOVITA • ŽENSKA • MUŠKA ⚠️ Potrebno je da odaberete jedinstveni naziv za svoj tim koji će oba člana štafete da navedu u opciji “klub” u okviru svog naloga. 👉 Više informacija uskoro!",Sportsko udruženje Štafeta,stafeta.ktj@gmail.com,,67676bf8de47b97ebd30dc83feb1858f,2. KTJ trejl štafeta,2026-02-08
415ca624bf35dd7d730c324e0eeebe29,67676bf8de47b97ebd30dc83feb1858f,[5.0 km] Štafeta 2 x 5km - muška,5.0,,Trail,trail,,2800.0,,https://trka.rs/races/1881-2-ktj-trejl-%C5%A1tafeta-%C5%A1tafeta-2-x-5km-mu%C5%A1ka/,trka.rs,"2. KTJ trejl štafeta 🗓️ 08. februar 2026. 🏔️ Fruška gora 🏃🏼‍♂️ 2x5km Pronađite svog štafetnog partnera, pripremite strategiju i dobru energiju - zimska avantura se nastavlja! ❄️ Kategorije: • MEŠOVITA • ŽENSKA • MUŠKA ⚠️ Potrebno je da odaberete jedinstveni naziv za svoj tim koji će oba člana štafete da navedu u opciji “klub” u okviru svog naloga. 👉 Više informacija uskoro!",Sportsko udruženje Štafeta,stafeta.ktj@gmail.com,,67676bf8de47b97ebd30dc83feb1858f,2. KTJ trejl štafeta,2026-02-08
ba2bf4a877d57ee7d89dc2d56617561c,67676bf8de47b97ebd30dc83feb1858f,[5.0 km] Štafeta 2 x 5km - mešovita,5.0,,Trail,trail,,2800.0,,https://trka.rs/races/1882-2-ktj-trejl-%C5%A1tafeta-%C5%A1tafeta-2-x-5km-me%C5%A1ovita/,trka.rs,"2. KTJ trejl štafeta 🗓️ 08. februar 2026. 🏔️ Fruška gora 🏃🏼‍♂️ 2x5km Pronađite svog štafetnog partnera, pripremite strategiju i dobru energiju - zimska avantura se nastavlja! ❄️ Kategorije: • MEŠOVITA • ŽENSKA • MUŠKA ⚠️ Potrebno je da odaberete jedinstveni naziv za svoj tim koji će oba člana štafete da navedu u opciji “klub” u okviru svog naloga. 👉 Više informacija uskoro!",Sportsko udruženje Štafeta,stafeta.ktj@gmail.com,,67676bf8de47b97ebd30dc83feb1858f,2. KTJ trejl štafeta,2026-02-08
d287e947366f95f0593149365f3843d2,7dfa074491024d26cead57480c7cb5ca,[6.0 km] Serbia EPIC KOŠUTNJAK #1,6.0,,Trail,trail,30.0,3500.0,,https://trka.rs/races/1841-serbia-epic-ko%C5%A1utnjak-serbia-epic-ko%C5%A1utnjak-1/,trka.rs,Serbia EPIC KOŠUTNJAK #1,Biciklistički klub Novi Sad Temerinska 42 Novi Sad,novisadmtb2021@gmail.com,,7dfa074491024d26cead57480c7cb5ca,Serbia EPIC KOŠUTNJAK,2026-03-01
30ad80cb91c24b0a73408fa783fa1ae0,7dfa074491024d26cead57480c7cb5ca,[10.0 km] SERBIA EPIC KOŠUTNJAK 10km,10.0,,Trail,trail,30.0,3500.0,,https://trka.rs/races/1967-serbia-epic-ko%C5%A1utnjak-serbia-epic-ko%C5%A1utnjak-10km/,trka.rs,Košutnjak Pionirski grad,Biciklistički klub Novi Sad Temerinska 42 Novi Sad,novisadmtb2021@gmail.com,,7dfa074491024d26cead57480c7cb5ca,Serbia EPIC KOŠUTNJAK,2026-03-01
288c6704aa2e94831a1c1f26ff21ed66,ac77941b4fa132e575cbbe91ceed85be,[21.1 km] Polumaraton,21.1,,Halfmarathon,,,2700.0,,https://trka.rs/races/1990-30-maraton-samoprevazila%C5%BEenja-polumaraton/,trka.rs,"30. Maraton Samoprevazilaženja održaće se 1. marta 2026. godine u parku Čair u Nišu. U 11,00h startuju zajedno trke Maraton 42.2km, Team Relay 4 x 5km i 5K Fun Run. Polumaraton 21.1km startuje u 12,00h. Staza je kružna, dužine 1057m sa ravnom asfaltnom podlogom, celom dužinom u parku Čair. Maratonci trče 40 krugova, polumaratonci 20 krugova a trkači trke 5K Fun Run 5 krugova. Team Relay 4 x 5 km je štafetna trka koju trči tim od 4 trkača. Svaki trkač iz tima trči 5 krugova (tj, 5,3 km). Kada prvi trkač tima završi svoju distancu, predaje strartni broj sa čipom sledećem članu tima koji zatim nastavlja da trči svoju distancu i tako do poslednjeg člana tima, tj dok zajedno ne istrče 21,1 km - polumaraton. Svi trkači koji završe svoje trke dobiće finesher medalju. Tri prvoplasirana dobiće pehar i medalju, dok će u maratonu i polumaratonu biti nagrađeni i najbolji po kategorijama. Više informacija na sajtu: www.zimskimaraton.com",Šri Činmoj Maraton Tim,organizator@zimskimaraton.com,,ac77941b4fa132e575cbbe91ceed85be,30. Maraton Samoprevazilaženja,2026-03-01
c8f754391307de96727280267c1e52a8,ac77941b4fa132e575cbbe91ceed85be,[42.2 km] Maraton,42.2,,Marathon,,,2700.0,,https://trka.rs/races/1991-30-maraton-samoprevazila%C5%BEenja-maraton/,trka.rs,"30. Maraton Samoprevazilaženja održaće se 1. marta 2026. godine u parku Čair u Nišu. U 11,00h startuju zajedno trke Maraton 42.2km, Team Relay 4 x 5km i 5K Fun Run. Polumaraton 21.1km startuje u 12,00h. Staza je kružna, dužine 1057m sa ravnom asfaltnom podlogom, celom dužinom u parku Čair. Maratonci trče 40 krugova, polumaratonci 20 krugova a trkači trke 5K Fun Run 5 krugova. Team Relay 4 x 5 km je štafetna trka koju trči tim od 4 trkača. Svaki trkač iz tima trči 5 krugova (tj, 5,3 km). Kada prvi trkač tima završi svoju distancu, predaje strartni broj sa čipom sledećem članu tima koji zatim nastavlja da trči svoju distancu i tako do poslednjeg člana tima, tj dok zajedno ne istrče 21,1 km - polumaraton. Svi trkači koji završe svoje trke dobiće finesher medalju. Tri prvoplasirana dobiće pehar i medalju, dok će u maratonu i polumaratonu biti nagrađeni i najbolji po kategorijama. Više informacija na sajtu: www.zimskimaraton.com",Šri Činmoj Maraton Tim,organizator@zimskimaraton.com,,ac77941b4fa132e575cbbe91ceed85be,30. Maraton Samoprevazilaženja,2026-03-01
1e039a436eaa68cf7cfbc5a71631d7c6,ac77941b4fa132e575cbbe91ceed85be,[5.0 km] 5K Fun Run,5.0,,5 km,,,1000.0,,https://trka.rs/races/1992-30-maraton-samoprevazila%C5%BEenja-5k-fun-run/,trka.rs,"30. Maraton Samoprevazilaženja održaće se 1. marta 2026. godine u parku Čair u Nišu. U 11,00h startuju zajedno trke Maraton 42.2km, Team Relay 4 x 5km i 5K Fun Run. Polumaraton 21.1km startuje u 12,00h. Staza je kružna, dužine 1057m sa ravnom asfaltnom podlogom, celom dužinom u parku Čair. Maratonci trče 40 krugova, polumaratonci 20 krugova a trkači trke 5K Fun Run 5 krugova. Team Relay 4 x 5 km je štafetna trka koju trči tim od 4 trkača. Svaki trkač iz tima trči 5 krugova (tj, 5,3 km). Kada prvi trkač tima završi svoju distancu, predaje strartni broj sa čipom sledećem članu tima koji zatim nastavlja da trči svoju distancu i tako do poslednjeg člana tima, tj dok zajedno ne istrče 21,1 km - polumaraton. Svi trkači koji završe svoje trke dobiće finesher medalju. Tri prvoplasirana dobiće pehar i medalju, dok će u maratonu i polumaratonu biti nagrađeni i najbolji po kategorijama. Više informacija na sajtu: www.zimskimaraton.com",Šri Činmoj Maraton Tim,organizator@zimskimaraton.com,,ac77941b4fa132e575cbbe91ceed85be,30. Maraton Samoprevazilaženja,2026-03-01
b5e4942dec5f372bd35ef1f5ffa2f115,ac77941b4fa132e575cbbe91ceed85be,[21.1 km] Team Relay 4 x 5 km - štafetna trka,21.1,,Relay 21 km,,,4000.0,,https://trka.rs/races/1993-30-maraton-samoprevazila%C5%BEenja-team-relay-4-x-5-km-/,trka.rs,"30. Maraton Samoprevazilaženja održaće se 1. marta 2026. godine u parku Čair u Nišu. U 11,00h startuju zajedno trke Maraton 42.2km, Team Relay 4 x 5km i 5K Fun Run. Polumaraton 21.1km startuje u 12,00h. Staza je kružna, dužine 1057m sa ravnom asfaltnom podlogom, celom dužinom u parku Čair. Maratonci trče 40 krugova, polumaratonci 20 krugova a trkači trke 5K Fun Run 5 krugova. Team Relay 4 x 5 km je štafetna trka koju trči tim od 4 trkača. Svaki trkač iz tima trči 5 krugova (tj, 5,3 km). Kada prvi trkač tima završi svoju distancu, predaje strartni broj sa čipom sledećem članu tima koji zatim nastavlja da trči svoju distancu i tako do poslednjeg člana tima, tj dok zajedno ne istrče 21,1 km - polumaraton. Svi trkači koji završe svoje trke dobiće finesher medalju. Tri prvoplasirana dobiće pehar i medalju, dok će u maratonu i polumaratonu biti nagrađeni i najbolji po kategorijama. Više informacija na sajtu: www.zimskimaraton.com",Šri Činmoj Maraton Tim,organizator@zimskimaraton.com,,ac77941b4fa132e575cbbe91ceed85be,30. Maraton Samoprevazilaženja,2026-03-01
ad7269ac90c756033e57d27d1eb2628d,79b8f6837f96851f3d43a3106effe59a,[20.0 km] 20 km,20.0,,Trail,trail,36.0,3600.0,,https://trka.rs/races/1903-2-sandstorm-20-km/,trka.rs,-,Sportsko udruženje Skajraners Arsenija Čarnojevića 12 Subotica,skyrunnerssu@gmail.com,,79b8f6837f96851f3d43a3106effe59a,2. Sandstorm,2026-03-07
166c227c493b83ddff4292ab981f530e,79b8f6837f96851f3d43a3106effe59a,[10.0 km] 10 km,10.0,,Trail,trail,36.0,3600.0,,https://trka.rs/races/1904-2-sandstorm-10-km/,trka.rs,-,Sportsko udruženje Skajraners Arsenija Čarnojevića 12 Subotica,skyrunnerssu@gmail.com,,79b8f6837f96851f3d43a3106effe59a,2. Sandstorm,2026-03-07
861658febb3582719c5a1dce37880631,79b8f6837f96851f3d43a3106effe59a,[5.0 km] 5 km,5.0,,Trail,trail,36.0,3600.0,,https://trka.rs/races/1905-2-sandstorm-5-km/,trka.rs,-,Sportsko udruženje Skajraners Arsenija Čarnojevića 12 Subotica,skyrunnerssu@gmail.com,,79b8f6837f96851f3d43a3106effe59a,2. Sandstorm,2026-03-07
197efe8f9b9213a92d5c717188809944,85bb93962e1bd02efeccf0ac43a8a9db,[15.0 km] Red Race 15 km,15.0,,Trail,trail,38.0,3800.0,,https://trka.rs/races/1909-div%C4%8Da-winter-trail-red-race-15-km/,trka.rs,https://westserbiatrails.com/,SU West Trails Vlasinska 2 Valjevo 14000,westserbiatrails@gmail.com,,85bb93962e1bd02efeccf0ac43a8a9db,Divča Winter Trail,2026-03-08
4ee153f3f9d3ae9ddf54bd9901c4cc45,85bb93962e1bd02efeccf0ac43a8a9db,[10.0 km] Blue Race 10 km,10.0,,Trail,trail,36.0,3600.0,,https://trka.rs/races/1910-div%C4%8Da-winter-trail-blue-race-10-km/,trka.rs,https://westserbiatrails.com/,SU West Trails Vlasinska 2 Valjevo 14000,westserbiatrails@gmail.com,,85bb93962e1bd02efeccf0ac43a8a9db,Divča Winter Trail,2026-03-08
